PATIENT CELL GENE VALUE
MSK28 Cell_4130 FLT3 0
MSK28 Cell_4131 FLT3 0
MSK28 Cell_4132 FLT3 0
MSK28 Cell_4133 FLT3 0
MSK28 Cell_4134 FLT3 0
MSK28 Cell_4135 FLT3 0
MSK28 Cell_4136 FLT3 0
MSK28 Cell_4137 FLT3 0
MSK28 Cell_4138 FLT3 0
MSK28 Cell_4139 FLT3 0
MSK28 Cell_4140 FLT3 0
MSK28 Cell_4141 FLT3 0
MSK28 Cell_4142 FLT3 0
MSK28 Cell_4143 FLT3 0
MSK28 Cell_4144 FLT3 0
MSK28 Cell_4145 FLT3 0
MSK28 Cell_4146 FLT3 0
MSK28 Cell_4147 FLT3 0
MSK28 Cell_4148 FLT3 0
MSK28 Cell_4149 FLT3 0
MSK28 Cell_4150 FLT3 0
MSK28 Cell_4151 FLT3 0
MSK28 Cell_4152 FLT3 0
MSK28 Cell_4153 FLT3 0
MSK28 Cell_4154 FLT3 0
MSK28 Cell_4155 FLT3 0
MSK28 Cell_4156 FLT3 0
MSK28 Cell_4157 FLT3 0
MSK28 Cell_4158 FLT3 0
MSK28 Cell_4159 FLT3 0
MSK28 Cell_4160 FLT3 0
MSK28 Cell_4161 FLT3 0
MSK28 Cell_4162 FLT3 0
MSK28 Cell_4163 FLT3 0
MSK28 Cell_4164 FLT3 0
MSK28 Cell_4165 FLT3 0
MSK28 Cell_4166 FLT3 0
MSK28 Cell_4167 FLT3 0
MSK28 Cell_4168 FLT3 0
MSK28 Cell_4169 FLT3 0
MSK28 Cell_4170 FLT3 0
MSK28 Cell_4171 FLT3 0
MSK28 Cell_4172 FLT3 0
MSK28 Cell_4173 FLT3 0
MSK28 Cell_4174 FLT3 0
MSK28 Cell_4175 FLT3 0
MSK28 Cell_4176 FLT3 0
MSK28 Cell_4177 FLT3 0
MSK28 Cell_4178 FLT3 0
MSK28 Cell_4179 FLT3 0
MSK28 Cell_4180 FLT3 0
MSK28 Cell_4181 FLT3 0
MSK28 Cell_4182 FLT3 0
MSK28 Cell_4183 FLT3 0
MSK28 Cell_4184 FLT3 0
MSK28 Cell_4185 FLT3 0
MSK28 Cell_4186 FLT3 0
MSK28 Cell_4187 FLT3 0
MSK28 Cell_4188 FLT3 0
MSK28 Cell_4189 FLT3 0
MSK28 Cell_4190 FLT3 0
MSK28 Cell_4191 FLT3 0
MSK28 Cell_4192 FLT3 0
MSK28 Cell_4193 FLT3 0
MSK28 Cell_4194 FLT3 0
MSK28 Cell_4195 FLT3 0
MSK28 Cell_4196 FLT3 0
MSK28 Cell_4197 FLT3 0
MSK28 Cell_4198 FLT3 0
MSK28 Cell_4199 FLT3 0
MSK28 Cell_4200 FLT3 0
MSK28 Cell_4201 FLT3 0
MSK28 Cell_4202 FLT3 0
MSK28 Cell_4203 FLT3 0
MSK28 Cell_4204 FLT3 0
MSK28 Cell_4205 FLT3 0
MSK28 Cell_4206 FLT3 0
MSK28 Cell_4207 FLT3 0
MSK28 Cell_4208 FLT3 0
MSK28 Cell_4209 FLT3 0
MSK28 Cell_4210 FLT3 0
MSK28 Cell_4211 FLT3 0
MSK28 Cell_4212 FLT3 0
MSK28 Cell_4213 FLT3 0
MSK28 Cell_4214 FLT3 0
MSK28 Cell_4215 FLT3 0
MSK28 Cell_4216 FLT3 0
MSK28 Cell_4217 FLT3 0
MSK28 Cell_4218 FLT3 0
MSK28 Cell_4219 FLT3 0
MSK28 Cell_4220 FLT3 0
MSK28 Cell_4221 FLT3 0
MSK28 Cell_4222 FLT3 0
MSK28 Cell_4223 FLT3 0
MSK28 Cell_4224 FLT3 0
MSK28 Cell_4225 FLT3 0
MSK28 Cell_4226 FLT3 0
MSK28 Cell_4227 FLT3 0
MSK28 Cell_4228 FLT3 0
MSK28 Cell_4229 FLT3 0
MSK28 Cell_4230 FLT3 0
MSK28 Cell_4231 FLT3 0
MSK28 Cell_4232 FLT3 0
MSK28 Cell_4233 FLT3 0
MSK28 Cell_4234 FLT3 0
MSK28 Cell_4235 FLT3 0
MSK28 Cell_4236 FLT3 0
MSK28 Cell_4237 FLT3 0
MSK28 Cell_4238 FLT3 0
MSK28 Cell_4239 FLT3 0
MSK28 Cell_4240 FLT3 0
MSK28 Cell_4241 FLT3 0
MSK28 Cell_4242 FLT3 0
MSK28 Cell_4243 FLT3 0
MSK28 Cell_4244 FLT3 0
MSK28 Cell_4245 FLT3 0
MSK28 Cell_4246 FLT3 0
MSK28 Cell_4247 FLT3 0
MSK28 Cell_4248 FLT3 0
MSK28 Cell_4249 FLT3 0
MSK28 Cell_4250 FLT3 0
MSK28 Cell_4251 FLT3 0
MSK28 Cell_4252 FLT3 0
MSK28 Cell_4253 FLT3 0
MSK28 Cell_4254 FLT3 0
MSK28 Cell_4255 FLT3 0
MSK28 Cell_4256 FLT3 0
MSK28 Cell_4257 FLT3 0
MSK28 Cell_4258 FLT3 0
MSK28 Cell_4259 FLT3 0
MSK28 Cell_4260 FLT3 0
MSK28 Cell_4261 FLT3 0
MSK28 Cell_4262 FLT3 0
MSK28 Cell_4263 FLT3 0
MSK28 Cell_4264 FLT3 0
MSK28 Cell_4265 FLT3 0
MSK28 Cell_4266 FLT3 0
MSK28 Cell_4267 FLT3 0
MSK28 Cell_4268 FLT3 0
MSK28 Cell_4269 FLT3 0
MSK28 Cell_4270 FLT3 0
MSK28 Cell_4271 FLT3 0
MSK28 Cell_4272 FLT3 0
MSK28 Cell_4273 FLT3 0
MSK28 Cell_4274 FLT3 0
MSK28 Cell_4275 FLT3 0
MSK28 Cell_4276 FLT3 0
MSK28 Cell_4277 FLT3 0
MSK28 Cell_4278 FLT3 0
MSK28 Cell_4279 FLT3 0
MSK28 Cell_4280 FLT3 0
MSK28 Cell_4281 FLT3 0
MSK28 Cell_4282 FLT3 0
MSK28 Cell_4283 FLT3 0
MSK28 Cell_4284 FLT3 0
MSK28 Cell_4285 FLT3 0
MSK28 Cell_4286 FLT3 0
MSK28 Cell_4287 FLT3 0
MSK28 Cell_4288 FLT3 0
MSK28 Cell_4289 FLT3 0
MSK28 Cell_4290 FLT3 0
MSK28 Cell_4291 FLT3 0
MSK28 Cell_4292 FLT3 0
MSK28 Cell_4293 FLT3 0
MSK28 Cell_4294 FLT3 0
MSK28 Cell_4295 FLT3 0
MSK28 Cell_4296 FLT3 1
MSK28 Cell_4297 FLT3 0
MSK28 Cell_4298 FLT3 0
MSK28 Cell_4299 FLT3 0
MSK28 Cell_4300 FLT3 0
MSK28 Cell_4301 FLT3 0
MSK28 Cell_4302 FLT3 0
MSK28 Cell_4303 FLT3 0
MSK28 Cell_4304 FLT3 0
MSK28 Cell_4305 FLT3 0
MSK28 Cell_4306 FLT3 0
MSK28 Cell_4307 FLT3 0
MSK28 Cell_4308 FLT3 0
MSK28 Cell_4309 FLT3 0
MSK28 Cell_4310 FLT3 0
MSK28 Cell_4311 FLT3 0
MSK28 Cell_4312 FLT3 0
MSK28 Cell_4313 FLT3 0
MSK28 Cell_4314 FLT3 0
MSK28 Cell_4315 FLT3 1
MSK28 Cell_4316 FLT3 0
MSK28 Cell_4317 FLT3 0
MSK28 Cell_4318 FLT3 0
MSK28 Cell_4319 FLT3 0
MSK28 Cell_4320 FLT3 0
MSK28 Cell_4321 FLT3 0
MSK28 Cell_4322 FLT3 0
MSK28 Cell_4323 FLT3 0
MSK28 Cell_4324 FLT3 0
MSK28 Cell_4325 FLT3 0
MSK28 Cell_4326 FLT3 0
MSK28 Cell_4327 FLT3 0
MSK28 Cell_4328 FLT3 0
MSK28 Cell_4329 FLT3 0
MSK28 Cell_4330 FLT3 0
MSK28 Cell_4331 FLT3 0
MSK28 Cell_4332 FLT3 0
MSK28 Cell_4333 FLT3 0
MSK28 Cell_4334 FLT3 0
MSK28 Cell_4335 FLT3 0
MSK28 Cell_4336 FLT3 0
MSK28 Cell_4337 FLT3 0
MSK28 Cell_4338 FLT3 0
MSK28 Cell_4339 FLT3 0
MSK28 Cell_4340 FLT3 0
MSK28 Cell_4341 FLT3 0
MSK28 Cell_4342 FLT3 0
MSK28 Cell_4343 FLT3 0
MSK28 Cell_4344 FLT3 1
MSK28 Cell_4345 FLT3 0
MSK28 Cell_4346 FLT3 0
MSK28 Cell_4347 FLT3 0
MSK28 Cell_4348 FLT3 0
MSK28 Cell_4349 FLT3 0
MSK28 Cell_4350 FLT3 0
MSK28 Cell_4351 FLT3 0
MSK28 Cell_4352 FLT3 0
MSK28 Cell_4353 FLT3 0
MSK28 Cell_4354 FLT3 0
MSK28 Cell_4355 FLT3 0
MSK28 Cell_4356 FLT3 0
MSK28 Cell_4357 FLT3 0
MSK28 Cell_4358 FLT3 0
MSK28 Cell_4359 FLT3 0
MSK28 Cell_4360 FLT3 0
MSK28 Cell_4361 FLT3 0
MSK28 Cell_4362 FLT3 0
MSK28 Cell_4363 FLT3 0
MSK28 Cell_4364 FLT3 0
MSK28 Cell_4365 FLT3 0
MSK28 Cell_4366 FLT3 0
MSK28 Cell_4367 FLT3 0
MSK28 Cell_4368 FLT3 0
MSK28 Cell_4369 FLT3 0
MSK28 Cell_4370 FLT3 0
MSK28 Cell_4371 FLT3 0
MSK28 Cell_4372 FLT3 0
MSK28 Cell_4373 FLT3 0
MSK28 Cell_4374 FLT3 0
MSK28 Cell_4375 FLT3 0
MSK28 Cell_4376 FLT3 0
MSK28 Cell_4377 FLT3 0
MSK28 Cell_4378 FLT3 0
MSK28 Cell_4379 FLT3 0
MSK28 Cell_4380 FLT3 0
MSK28 Cell_4381 FLT3 0
MSK28 Cell_4382 FLT3 0
MSK28 Cell_4383 FLT3 0
MSK28 Cell_4384 FLT3 0
MSK28 Cell_4385 FLT3 0
MSK28 Cell_4386 FLT3 0
MSK28 Cell_4387 FLT3 0
MSK28 Cell_4388 FLT3 0
MSK28 Cell_4389 FLT3 0
MSK28 Cell_4390 FLT3 0
MSK28 Cell_4391 FLT3 0
MSK28 Cell_4392 FLT3 0
MSK28 Cell_4393 FLT3 0
MSK28 Cell_4394 FLT3 0
MSK28 Cell_4395 FLT3 0
MSK28 Cell_4396 FLT3 0
MSK28 Cell_4397 FLT3 0
MSK28 Cell_4398 FLT3 0
MSK28 Cell_4399 FLT3 0
MSK28 Cell_4400 FLT3 0
MSK28 Cell_4401 FLT3 0
MSK28 Cell_4402 FLT3 0
MSK28 Cell_4403 FLT3 0
MSK28 Cell_4404 FLT3 1
MSK28 Cell_4405 FLT3 0
MSK28 Cell_4406 FLT3 0
MSK28 Cell_4407 FLT3 0
MSK28 Cell_4408 FLT3 0
MSK28 Cell_4409 FLT3 0
MSK28 Cell_4410 FLT3 0
MSK28 Cell_4411 FLT3 0
MSK28 Cell_4412 FLT3 0
MSK28 Cell_4413 FLT3 0
MSK28 Cell_4414 FLT3 0
MSK28 Cell_4415 FLT3 0
MSK28 Cell_4416 FLT3 0
MSK28 Cell_4417 FLT3 0
MSK28 Cell_4418 FLT3 0
MSK28 Cell_4419 FLT3 0
MSK28 Cell_4420 FLT3 0
MSK28 Cell_4421 FLT3 0
MSK28 Cell_4422 FLT3 0
MSK28 Cell_4423 FLT3 0
MSK28 Cell_4424 FLT3 0
MSK28 Cell_4425 FLT3 0
MSK28 Cell_4426 FLT3 0
MSK28 Cell_4427 FLT3 0
MSK28 Cell_4428 FLT3 0
MSK28 Cell_4429 FLT3 0
MSK28 Cell_4430 FLT3 0
MSK28 Cell_4431 FLT3 0
MSK28 Cell_4432 FLT3 0
MSK28 Cell_4433 FLT3 0
MSK28 Cell_4434 FLT3 0
MSK28 Cell_4435 FLT3 0
MSK28 Cell_4436 FLT3 0
MSK28 Cell_4437 FLT3 0
MSK28 Cell_4438 FLT3 0
MSK28 Cell_4439 FLT3 0
MSK28 Cell_4440 FLT3 0
MSK28 Cell_4441 FLT3 0
MSK28 Cell_4442 FLT3 0
MSK28 Cell_4443 FLT3 0
MSK28 Cell_4444 FLT3 0
MSK28 Cell_4445 FLT3 0
MSK28 Cell_4446 FLT3 0
MSK28 Cell_4447 FLT3 0
MSK28 Cell_4448 FLT3 0
MSK28 Cell_4449 FLT3 0
MSK28 Cell_4450 FLT3 0
MSK28 Cell_4451 FLT3 0
MSK28 Cell_4452 FLT3 0
MSK28 Cell_4453 FLT3 0
MSK28 Cell_4454 FLT3 0
MSK28 Cell_4455 FLT3 0
MSK28 Cell_4456 FLT3 0
MSK28 Cell_4457 FLT3 0
MSK28 Cell_4458 FLT3 0
MSK28 Cell_4459 FLT3 0
MSK28 Cell_4460 FLT3 0
MSK28 Cell_4461 FLT3 0
MSK28 Cell_4462 FLT3 0
MSK28 Cell_4463 FLT3 0
MSK28 Cell_4464 FLT3 0
MSK28 Cell_4465 FLT3 0
MSK28 Cell_4466 FLT3 0
MSK28 Cell_4467 FLT3 0
MSK28 Cell_4468 FLT3 0
MSK28 Cell_4469 FLT3 0
MSK28 Cell_4470 FLT3 0
MSK28 Cell_4471 FLT3 0
MSK28 Cell_4472 FLT3 0
MSK28 Cell_4473 FLT3 0
MSK28 Cell_4474 FLT3 0
MSK28 Cell_4475 FLT3 0
MSK28 Cell_4476 FLT3 0
MSK28 Cell_4477 FLT3 0
MSK28 Cell_4478 FLT3 0
MSK28 Cell_4479 FLT3 0
MSK28 Cell_4480 FLT3 0
MSK28 Cell_4481 FLT3 0
MSK28 Cell_4482 FLT3 0
MSK28 Cell_4483 FLT3 0
MSK28 Cell_4484 FLT3 0
MSK28 Cell_4485 FLT3 0
MSK28 Cell_4486 FLT3 0
MSK28 Cell_4487 FLT3 0
MSK28 Cell_4488 FLT3 0
MSK28 Cell_4489 FLT3 0
MSK28 Cell_4490 FLT3 0
MSK28 Cell_4491 FLT3 0
MSK28 Cell_4492 FLT3 0
MSK28 Cell_4493 FLT3 0
MSK28 Cell_4494 FLT3 0
MSK28 Cell_4495 FLT3 0
MSK28 Cell_4496 FLT3 0
MSK28 Cell_4497 FLT3 0
MSK28 Cell_4498 FLT3 0
MSK28 Cell_4499 FLT3 0
MSK28 Cell_4500 FLT3 0
MSK28 Cell_4501 FLT3 0
MSK28 Cell_4502 FLT3 0
MSK28 Cell_4503 FLT3 0
MSK28 Cell_4504 FLT3 0
MSK28 Cell_4505 FLT3 0
MSK28 Cell_4506 FLT3 0
MSK28 Cell_4507 FLT3 0
MSK28 Cell_4508 FLT3 1
MSK28 Cell_4509 FLT3 0
MSK28 Cell_4510 FLT3 0
MSK28 Cell_4511 FLT3 0
MSK28 Cell_4512 FLT3 0
MSK28 Cell_4513 FLT3 0
MSK28 Cell_4514 FLT3 0
MSK28 Cell_4515 FLT3 0
MSK28 Cell_4516 FLT3 0
MSK28 Cell_4517 FLT3 0
MSK28 Cell_4518 FLT3 0
MSK28 Cell_4519 FLT3 0
MSK28 Cell_4520 FLT3 0
MSK28 Cell_4521 FLT3 0
MSK28 Cell_4522 FLT3 0
MSK28 Cell_4523 FLT3 0
MSK28 Cell_4524 FLT3 0
MSK28 Cell_4525 FLT3 0
MSK28 Cell_4526 FLT3 0
MSK28 Cell_4527 FLT3 0
MSK28 Cell_4528 FLT3 0
MSK28 Cell_4529 FLT3 0
MSK28 Cell_4530 FLT3 0
MSK28 Cell_4531 FLT3 0
MSK28 Cell_4532 FLT3 0
MSK28 Cell_4533 FLT3 0
MSK28 Cell_4534 FLT3 0
MSK28 Cell_4535 FLT3 0
MSK28 Cell_4536 FLT3 0
MSK28 Cell_4537 FLT3 0
MSK28 Cell_4538 FLT3 0
MSK28 Cell_4539 FLT3 0
MSK28 Cell_4540 FLT3 0
MSK28 Cell_4541 FLT3 0
MSK28 Cell_4542 FLT3 0
MSK28 Cell_4543 FLT3 0
MSK28 Cell_4544 FLT3 1
MSK28 Cell_4545 FLT3 0
MSK28 Cell_4546 FLT3 0
MSK28 Cell_4547 FLT3 0
MSK28 Cell_4548 FLT3 0
MSK28 Cell_4549 FLT3 0
MSK28 Cell_4550 FLT3 0
MSK28 Cell_4551 FLT3 0
MSK28 Cell_4552 FLT3 0
MSK28 Cell_4553 FLT3 0
MSK28 Cell_4554 FLT3 0
MSK28 Cell_4555 FLT3 0
MSK28 Cell_4556 FLT3 0
MSK28 Cell_4557 FLT3 0
MSK28 Cell_4558 FLT3 0
MSK28 Cell_4559 FLT3 0
MSK28 Cell_4560 FLT3 0
MSK28 Cell_4561 FLT3 0
MSK28 Cell_4562 FLT3 0
MSK28 Cell_4563 FLT3 0
MSK28 Cell_4564 FLT3 0
MSK28 Cell_4565 FLT3 0
MSK28 Cell_4566 FLT3 0
MSK28 Cell_4567 FLT3 0
MSK28 Cell_4568 FLT3 0
MSK28 Cell_4569 FLT3 0
MSK28 Cell_4570 FLT3 1
MSK28 Cell_4571 FLT3 0
MSK28 Cell_4572 FLT3 0
MSK28 Cell_4573 FLT3 0
MSK28 Cell_4574 FLT3 0
MSK28 Cell_4575 FLT3 0
MSK28 Cell_4576 FLT3 0
MSK28 Cell_4577 FLT3 0
MSK28 Cell_4578 FLT3 0
MSK28 Cell_4579 FLT3 0
MSK28 Cell_4580 FLT3 0
MSK28 Cell_4581 FLT3 0
MSK28 Cell_4582 FLT3 0
MSK28 Cell_4583 FLT3 0
MSK28 Cell_4584 FLT3 0
MSK28 Cell_4585 FLT3 0
MSK28 Cell_4586 FLT3 0
MSK28 Cell_4587 FLT3 0
MSK28 Cell_4588 FLT3 0
MSK28 Cell_4589 FLT3 0
MSK28 Cell_4590 FLT3 0
MSK28 Cell_4591 FLT3 0
MSK28 Cell_4592 FLT3 0
MSK28 Cell_4593 FLT3 0
MSK28 Cell_4594 FLT3 0
MSK28 Cell_4595 FLT3 0
MSK28 Cell_4596 FLT3 0
MSK28 Cell_4597 FLT3 0
MSK28 Cell_4598 FLT3 0
MSK28 Cell_4599 FLT3 0
MSK28 Cell_4600 FLT3 0
MSK28 Cell_4601 FLT3 0
MSK28 Cell_4602 FLT3 0
MSK28 Cell_4603 FLT3 0
MSK28 Cell_4604 FLT3 0
MSK28 Cell_4605 FLT3 0
MSK28 Cell_4606 FLT3 0
MSK28 Cell_4607 FLT3 0
MSK28 Cell_4608 FLT3 0
MSK28 Cell_4609 FLT3 0
MSK28 Cell_4610 FLT3 0
MSK28 Cell_4611 FLT3 0
MSK28 Cell_4612 FLT3 0
MSK28 Cell_4613 FLT3 0
MSK28 Cell_4614 FLT3 0
MSK28 Cell_4615 FLT3 0
MSK28 Cell_4616 FLT3 0
MSK28 Cell_4617 FLT3 0
MSK28 Cell_4618 FLT3 0
MSK28 Cell_4619 FLT3 0
MSK28 Cell_4620 FLT3 0
MSK28 Cell_4621 FLT3 1
MSK28 Cell_4622 FLT3 0
MSK28 Cell_4623 FLT3 0
MSK28 Cell_4624 FLT3 0
MSK28 Cell_4625 FLT3 0
MSK28 Cell_4626 FLT3 0
MSK28 Cell_4627 FLT3 0
MSK28 Cell_4628 FLT3 0
MSK28 Cell_4629 FLT3 0
MSK28 Cell_4630 FLT3 0
MSK28 Cell_4631 FLT3 0
MSK28 Cell_4632 FLT3 0
MSK28 Cell_4633 FLT3 0
MSK28 Cell_4634 FLT3 0
MSK28 Cell_4635 FLT3 0
MSK28 Cell_4636 FLT3 0
MSK28 Cell_4637 FLT3 0
MSK28 Cell_4638 FLT3 0
MSK28 Cell_4639 FLT3 0
MSK28 Cell_4640 FLT3 0
MSK28 Cell_4641 FLT3 0
MSK28 Cell_4642 FLT3 0
MSK28 Cell_4643 FLT3 0
MSK28 Cell_4644 FLT3 0
MSK28 Cell_4645 FLT3 0
MSK28 Cell_4646 FLT3 0
MSK28 Cell_4647 FLT3 0
MSK28 Cell_4648 FLT3 0
MSK28 Cell_4649 FLT3 0
MSK28 Cell_4650 FLT3 0
MSK28 Cell_4651 FLT3 0
MSK28 Cell_4652 FLT3 0
MSK28 Cell_4653 FLT3 0
MSK28 Cell_4654 FLT3 0
MSK28 Cell_4655 FLT3 0
MSK28 Cell_4656 FLT3 0
MSK28 Cell_4657 FLT3 0
MSK28 Cell_4658 FLT3 0
MSK28 Cell_4659 FLT3 0
MSK28 Cell_4660 FLT3 0
MSK28 Cell_4661 FLT3 0
MSK28 Cell_4662 FLT3 0
MSK28 Cell_4663 FLT3 0
MSK28 Cell_4664 FLT3 0
MSK28 Cell_4665 FLT3 0
MSK28 Cell_4666 FLT3 0
MSK28 Cell_4667 FLT3 1
MSK28 Cell_4668 FLT3 0
MSK28 Cell_4669 FLT3 0
MSK28 Cell_4670 FLT3 0
MSK28 Cell_4671 FLT3 0
MSK28 Cell_4672 FLT3 0
MSK28 Cell_4673 FLT3 0
MSK28 Cell_4674 FLT3 0
MSK28 Cell_4675 FLT3 0
MSK28 Cell_4676 FLT3 0
MSK28 Cell_4677 FLT3 0
MSK28 Cell_4678 FLT3 0
MSK28 Cell_4679 FLT3 0
MSK28 Cell_4680 FLT3 0
MSK28 Cell_4681 FLT3 0
MSK28 Cell_4682 FLT3 0
MSK28 Cell_4683 FLT3 0
MSK28 Cell_4684 FLT3 0
MSK28 Cell_4685 FLT3 0
MSK28 Cell_4686 FLT3 0
MSK28 Cell_4687 FLT3 0
MSK28 Cell_4688 FLT3 0
MSK28 Cell_4689 FLT3 0
MSK28 Cell_4690 FLT3 0
MSK28 Cell_4691 FLT3 0
MSK28 Cell_4692 FLT3 0
MSK28 Cell_4693 FLT3 0
MSK28 Cell_4694 FLT3 0
MSK28 Cell_4695 FLT3 0
MSK28 Cell_4696 FLT3 0
MSK28 Cell_4697 FLT3 0
MSK28 Cell_4698 FLT3 0
MSK28 Cell_4699 FLT3 0
MSK28 Cell_4700 FLT3 0
MSK28 Cell_4701 FLT3 0
MSK28 Cell_4702 FLT3 0
MSK28 Cell_4703 FLT3 0
MSK28 Cell_4704 FLT3 0
MSK28 Cell_4705 FLT3 0
MSK28 Cell_4706 FLT3 0
MSK28 Cell_4707 FLT3 0
MSK28 Cell_4708 FLT3 0
MSK28 Cell_4709 FLT3 0
MSK28 Cell_4710 FLT3 0
MSK28 Cell_4711 FLT3 0
MSK28 Cell_4712 FLT3 0
MSK28 Cell_4713 FLT3 0
MSK28 Cell_4714 FLT3 0
MSK28 Cell_4715 FLT3 0
MSK28 Cell_4716 FLT3 0
MSK28 Cell_4717 FLT3 0
MSK28 Cell_4718 FLT3 0
MSK28 Cell_4719 FLT3 0
MSK28 Cell_4720 FLT3 0
MSK28 Cell_4721 FLT3 0
MSK28 Cell_4722 FLT3 0
MSK28 Cell_4723 FLT3 0
MSK28 Cell_4724 FLT3 0
MSK28 Cell_4725 FLT3 0
MSK28 Cell_4726 FLT3 0
MSK28 Cell_4727 FLT3 0
MSK28 Cell_4728 FLT3 0
MSK28 Cell_4729 FLT3 0
MSK28 Cell_4730 FLT3 0
MSK28 Cell_4731 FLT3 0
MSK28 Cell_4732 FLT3 0
MSK28 Cell_4733 FLT3 0
MSK28 Cell_4734 FLT3 0
MSK28 Cell_4735 FLT3 0
MSK28 Cell_4736 FLT3 0
MSK28 Cell_4737 FLT3 1
MSK28 Cell_4738 FLT3 0
MSK28 Cell_4739 FLT3 0
MSK28 Cell_4740 FLT3 0
MSK28 Cell_4741 FLT3 0
MSK28 Cell_4742 FLT3 0
MSK28 Cell_4743 FLT3 0
MSK28 Cell_4744 FLT3 0
MSK28 Cell_4745 FLT3 0
MSK28 Cell_4746 FLT3 0
MSK28 Cell_4747 FLT3 0
MSK28 Cell_4748 FLT3 0
MSK28 Cell_4749 FLT3 0
MSK28 Cell_4750 FLT3 0
MSK28 Cell_4751 FLT3 0
MSK28 Cell_4752 FLT3 0
MSK28 Cell_4753 FLT3 0
MSK28 Cell_4754 FLT3 0
MSK28 Cell_4755 FLT3 0
MSK28 Cell_4756 FLT3 0
MSK28 Cell_4757 FLT3 0
MSK28 Cell_4758 FLT3 0
MSK28 Cell_4759 FLT3 0
MSK28 Cell_4760 FLT3 0
MSK28 Cell_4761 FLT3 0
MSK28 Cell_4762 FLT3 0
MSK28 Cell_4763 FLT3 0
MSK28 Cell_4764 FLT3 0
MSK28 Cell_4765 FLT3 0
MSK28 Cell_4766 FLT3 0
MSK28 Cell_4767 FLT3 0
MSK28 Cell_4768 FLT3 0
MSK28 Cell_4769 FLT3 0
MSK28 Cell_4770 FLT3 0
MSK28 Cell_4771 FLT3 0
MSK28 Cell_4772 FLT3 0
MSK28 Cell_4773 FLT3 0
MSK28 Cell_4774 FLT3 0
MSK28 Cell_4775 FLT3 0
MSK28 Cell_4776 FLT3 0
MSK28 Cell_4777 FLT3 0
MSK28 Cell_4778 FLT3 0
MSK28 Cell_4779 FLT3 1
MSK28 Cell_4780 FLT3 0
MSK28 Cell_4781 FLT3 0
MSK28 Cell_4782 FLT3 0
MSK28 Cell_4783 FLT3 0
MSK28 Cell_4784 FLT3 0
MSK28 Cell_4785 FLT3 0
MSK28 Cell_4786 FLT3 0
MSK28 Cell_4787 FLT3 0
MSK28 Cell_4788 FLT3 0
MSK28 Cell_4789 FLT3 0
MSK28 Cell_4790 FLT3 0
MSK28 Cell_4791 FLT3 0
MSK28 Cell_4792 FLT3 0
MSK28 Cell_4793 FLT3 0
MSK28 Cell_4794 FLT3 0
MSK28 Cell_4795 FLT3 0
MSK28 Cell_4796 FLT3 0
MSK28 Cell_4797 FLT3 0
MSK28 Cell_4798 FLT3 0
MSK28 Cell_4799 FLT3 0
MSK28 Cell_4800 FLT3 0
MSK28 Cell_4801 FLT3 0
MSK28 Cell_4802 FLT3 0
MSK28 Cell_4803 FLT3 0
MSK28 Cell_4804 FLT3 0
MSK28 Cell_4805 FLT3 0
MSK28 Cell_4806 FLT3 0
MSK28 Cell_4807 FLT3 0
MSK28 Cell_4808 FLT3 0
MSK28 Cell_4809 FLT3 0
MSK28 Cell_4810 FLT3 0
MSK28 Cell_4811 FLT3 0
MSK28 Cell_4812 FLT3 0
MSK28 Cell_4813 FLT3 0
MSK28 Cell_4814 FLT3 0
MSK28 Cell_4815 FLT3 0
MSK28 Cell_4816 FLT3 0
MSK28 Cell_4817 FLT3 0
MSK28 Cell_4818 FLT3 0
MSK28 Cell_4819 FLT3 0
MSK28 Cell_4820 FLT3 0
MSK28 Cell_4821 FLT3 0
MSK28 Cell_4822 FLT3 0
MSK28 Cell_4823 FLT3 0
MSK28 Cell_4824 FLT3 0
MSK28 Cell_4825 FLT3 0
MSK28 Cell_4826 FLT3 0
MSK28 Cell_4827 FLT3 0
MSK28 Cell_4828 FLT3 0
MSK28 Cell_4829 FLT3 0
MSK28 Cell_4830 FLT3 0
MSK28 Cell_4831 FLT3 0
MSK28 Cell_4832 FLT3 0
MSK28 Cell_4833 FLT3 0
MSK28 Cell_4834 FLT3 0
MSK28 Cell_4835 FLT3 0
MSK28 Cell_4836 FLT3 0
MSK28 Cell_4837 FLT3 0
MSK28 Cell_4838 FLT3 0
MSK28 Cell_4839 FLT3 0
MSK28 Cell_4840 FLT3 0
MSK28 Cell_4841 FLT3 0
MSK28 Cell_4842 FLT3 0
MSK28 Cell_4843 FLT3 0
MSK28 Cell_4844 FLT3 0
MSK28 Cell_4845 FLT3 0
MSK28 Cell_4846 FLT3 0
MSK28 Cell_4847 FLT3 0
MSK28 Cell_4848 FLT3 0
MSK28 Cell_4849 FLT3 0
MSK28 Cell_4850 FLT3 0
MSK28 Cell_4851 FLT3 0
MSK28 Cell_4852 FLT3 0
MSK28 Cell_4853 FLT3 0
MSK28 Cell_4854 FLT3 0
MSK28 Cell_4855 FLT3 0
MSK28 Cell_4856 FLT3 0
MSK28 Cell_4857 FLT3 0
MSK28 Cell_4858 FLT3 0
MSK28 Cell_4859 FLT3 0
MSK28 Cell_4860 FLT3 0
MSK28 Cell_4861 FLT3 0
MSK28 Cell_4862 FLT3 0
MSK28 Cell_4863 FLT3 0
MSK28 Cell_4864 FLT3 0
MSK28 Cell_4865 FLT3 0
